,DEPARTAMENTO,Year,ODS 1.1.1,ODS 1.2.1,ODS 1.3.1,ODS 1.4.1,ODS 2.1.1,ODS 2.2.1,ODS 2.2.2,ODS 3.1.2,ODS 3.2.1,ODS 3.2.2,ODS 3.3.1,ODS 3.3.2,ODS 3.3.3,ODS 3.3.4,ODS 3.5.2,ODS 3.6.1,ODS 3.7.1,ODS 3.7.2,ODS 3.8.1,ODS 3.a.1,ODS 3.c.1,ODS 4.1.1,ODS 4.1.2,ODS 4.1.3,ODS 4.1.4,ODS 4.2.2,ODS 4.3.1,ODS 4.5.1,ODS 4.6.1,ODS 4.a.1,ODS 4.a.2,ODS 4.a.3,ODS 4.c.1,ODS 5.2.1,ODS 5.5.2,ODS 5.5.3,ODS 5.5.4,ODS 6.1.1,ODS 6.2.1,ODS 7.1.1,ODS 7.1.2,ODS 8.1.1,ODS 8.2.1,ODS 8.5.1,ODS 8.5.2,ODS 8.6.1,ODS 8.7.1,ODS 9.2.2,ODS 10.1.1,ODS 10.2.1,ODS 10.3.1
59,MADRE DE DIOS,2014,2.2,7.8,25.1,45.5,NA,9.8,0.9,96,28,NA,76,148,9,24,64.8,17.5,50.7,NA,52.1,19.3,164,NA,NA,NA,NA,4.2,27,NA,4.2,37,24.5,11.6,NA,16.7,NA,NA,NA,79.1,48.9,88.8,72.3,-16.8,-15.2,8,NA,11.8,24.8,NA,-7.9,20.5,23.9
60,MOQUEGUA,2014,2.2,12.1,50.6,88.1,NA,4.2,0.3,98,16,NA,37,65,0,0,65.9,21.6,52.7,NA,66.4,12.7,315,NA,NA,NA,NA,4.8,37.7,NA,4.8,81.7,67.8,17.5,NA,12.1,NA,NA,NA,94.9,90.3,97.2,74.7,-3.6,-2.3,8.9,NA,12.7,18.7,NA,-2,27.8,21.6
61,PASCO,2014,12.3,38.5,25.8,54.5,NA,24.9,0.3,85.6,30,NA,5,30,3,6,49.4,15.8,54.8,NA,67.6,13.4,224,NA,NA,NA,NA,6.3,27.2,NA,6.3,64.4,52.9,82.2,NA,11,NA,NA,NA,76.8,64.6,86.2,51.4,4.1,4.6,4.1,NA,15.7,46.7,NA,9.4,30.3,13.9
62,PIURA,2014,6.1,29.6,24,57.4,NA,21.7,0.4,85.1,26,NA,151,25,0,0,77.4,6.8,60.6,NA,68.2,6.4,1777,NA,NA,NA,NA,7.7,17.4,NA,7.7,87,48.7,44.5,NA,10.3,NA,NA,NA,85,62,94.6,56.6,4.4,3.2,4.6,NA,19,25.8,8.1,-0.7,29,14.9
63,LIMA PROVINCIAS,2014,0.2,12.1,29.7,70.4,NA,10,0.2,97.4,21,NA,177,NA,NA,NA,69,16.6,60.5,NA,69.1,14,NA,NA,NA,NA,NA,4.5,28.2,NA,4.5,96,63.6,39.8,NA,12.6,NA,NA,NA,85.6,73.3,97.2,81.6,NA,NA,5.4,NA,17.2,13,NA,3.8,21.8,16
64,PUNO,2014,6.1,29.6,14.2,49.2,NA,17.9,0,79.7,38,NA,27,35,0,0,56.4,27.7,25.5,NA,62.9,8.5,1142,NA,NA,NA,NA,10.5,27.3,NA,10.5,88.5,34.2,93.1,NA,16.9,NA,NA,NA,63.4,65.4,89.1,53.9,3.1,0.4,4.7,NA,13.1,59.4,7.1,0.4,27.4,39.4
65,RESTO PAIS,2014,6.2,27.8,23.1,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,69.1,90.2,56.7,NA,NA,NA,4.3,15.4,NA,NA,NA,NA,16.9
66,RURAL,2014,14.6,46,9.3,31.5,33.2,28.8,0.7,73.1,32,13,NA,NA,NA,NA,51.9,NA,46.8,109,77.7,9.4,NA,NA,NA,NA,NA,15.7,14.8,1.1,15.7,67.9,38.2,17.9,NA,12.9,NA,NA,16.5,67.3,45.4,74.6,15.2,NA,NA,3.5,NA,13,63.2,4.1,2.3,27.7,12.8
67,SAN MARTIN,2014,6.1,29.6,15.5,56.8,NA,16,0.9,86.2,31,NA,202,55,95,5,63.1,16.4,57.3,NA,77,14.5,471,NA,NA,NA,NA,8.1,19.3,NA,8.1,68.9,44.4,18.4,NA,15.5,NA,NA,NA,80.3,67.1,88.4,47.4,5.9,6.7,5.3,NA,16.6,21.6,NA,4.2,27.5,8.5
68,SELVA,2014,6.1,30.4,17.4,41.8,24.4,20.7,0.7,73.6,NA,NA,NA,NA,NA,NA,60,NA,50.2,NA,NA,15,NA,NA,NA,NA,NA,7.5,20.6,1.1,7.5,NA,NA,NA,NA,NA,NA,NA,34.4,NA,50.9,79.8,44,NA,NA,NA,3.5,16.3,36,NA,2.3,NA,12.7
69,SELVA RURAL,2014,10.5,41.5,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA
70,SELVA URBANA,2014,3,22.6,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
71,SIERRA,2014,9.2,33.8,19.3,61.8,35.4,24.4,0.5,85.7,NA,NA,NA,NA,NA,NA,57,NA,44.4,NA,NA,9,NA,NA,NA,NA,NA,11.3,25.7,1,11.3,NA,NA,NA,NA,NA,NA,NA,22.6,NA,70.3,89.2,44.4,NA,NA,NA,4.5,13.4,50.6,NA,2.5,NA,19.9
72,SIERRA RURAL,2014,17,50.4,NA,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA
73,SIERRA URBANA,2014,1.6,17.5,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA
74,TACNA,2014,0.2,12.1,33.4,89.1,NA,3.7,0.6,96.3,25,NA,49,123,0,2,64.6,17.5,50.3,NA,48,8.2,913,NA,NA,NA,NA,3.4,30.8,NA,3.4,88,77.1,23.1,NA,11.1,NA,NA,NA,93.8,89.9,97.8,88,3.7,2.2,6.1,NA,13.9,18.1,8.1,4.4,19.1,29.3
75,TOTAL,2014,4.3,22.7,29.2,71.4,26.7,14.6,0.6,90,20,10,6250,79,220,7,66.9,9.8,52.2,68,69,12.3,68515,NA,NA,NA,NA,6.3,27.1,1,6.3,75.3,50.7,34.7,NA,12.8,NA,NA,25.8,87.1,76.6,93.2,69.8,1.4,1.6,6.3,4.5,16.3,29.7,9.5,1.6,26.3,18.4
76,TUMBES,2014,0.2,12.1,21.3,67.3,NA,8.3,0.9,99.4,14,NA,108,60,1,1,67.2,8.1,63,NA,76.6,18.4,206,NA,NA,NA,NA,3.7,23.2,NA,3.7,85.6,70.5,72.3,NA,12.3,NA,NA,NA,85.7,70.8,98.9,90.2,3.2,3.5,6,NA,19.2,13.2,7.1,-0.1,25.2,9.5
77,UCAYALI,2014,2.2,12.1,23.1,22.7,NA,26.1,0.9,73,34,NA,262,126,12,2,64.4,3.4,52.6,NA,61.3,18.7,404,NA,NA,NA,NA,6,19.4,NA,6,26.2,18.3,45,NA,10,NA,NA,NA,61.9,30.6,83.9,60.7,-1.7,-4.3,5,NA,15.4,29.6,8.8,1.3,23.7,11.9
78,URBANA,2014,1,15.3,34.9,83.8,24.6,8.3,0.5,97.1,15,9,NA,NA,NA,NA,71.8,NA,54.1,56,66.2,13.2,NA,NA,NA,NA,NA,3.7,30.6,1,3.7,93,80.5,74.9,NA,12.8,NA,NA,27.1,93.6,86.3,99.1,87.3,NA,NA,6.9,NA,17.2,15.4,11.3,0.7,22.7,20.1
79,AMAZONAS,2015,10.6,48.2,11.4,56.7,NA,22.7,0.7,72.8,NA,NA,227,29,179,0,51.7,7.8,49.6,NA,87,10.5,239,7,6,NA,NA,8.6,26.2,NA,8.6,69.4,43.8,35.2,NA,9.6,3.8,28.8,NA,87.1,63.3,77.1,37.9,-1.8,-2.7,4.7,NA,15.6,43.8,NA,6.2,27.6,13.3
80,ANCASH,2015,3,26.9,24.6,77.4,NA,18.7,0.6,94.2,NA,NA,121,48,0,1,54.6,21.6,51,NA,74.1,10.3,1355,10.7,6.7,NA,NA,9.5,25.8,NA,9.5,87.8,68.1,54.5,NA,13,2.5,30,NA,93,80.7,95.2,54.1,9,9.7,5.1,NA,13.1,43.3,NA,2,29.4,15.6
81,APURIMAC,2015,6.4,36.4,13.8,67.9,NA,22.3,1.2,98.8,NA,NA,6,18,0,8,62.6,13.2,47.9,NA,90.6,9.4,434,5.2,3,NA,NA,13.8,31.2,NA,13.8,89.5,80.1,37.2,NA,16.1,5.1,24.6,NA,91.7,71.8,93.4,26.5,8,3.3,4.8,NA,10,58.3,NA,4.1,23.1,7.5
82,AREQUIPA,2015,0.4,8.2,36,85.2,NA,7.5,0,98.3,NA,NA,258,47,0,4,75.5,18.3,54,NA,60.9,12,5224,25.2,18,NA,NA,4.7,34.5,NA,4.7,93.2,80.3,60.3,NA,18.1,3.7,30.7,NA,94.5,87.2,98.2,91.3,1.3,3.8,7.2,NA,16.5,9,10,2.9,21.4,24.1
83,AYACUCHO,2015,10.6,36.4,11.7,79,NA,21.7,0.9,96.5,NA,NA,19,36,15,61,55.6,13.2,46.6,NA,87.8,8.6,431,7.3,4.4,NA,NA,11.5,23.4,NA,11.5,86.8,71.7,35.8,NA,14.9,0,26.5,NA,91.6,84.1,89.2,35,5.6,6.8,4.6,NA,15.8,38.2,NA,6.3,27.9,12
84,CAJAMARCA,2015,20.2,48.2,10.3,63.6,NA,23.9,0.6,80,NA,NA,49,15,1,1,52.8,7.8,47.4,NA,82.6,7.3,790,7.1,6.1,NA,NA,13.1,22.4,NA,13.1,77.6,67.5,40.5,NA,8.9,1.7,25.6,NA,84.2,79.3,85.6,31.6,-0.6,-1.2,4.6,NA,14.1,59.8,7.5,-0.3,30.7,10.6
85,CALLAO,2015,0.4,11.2,44.2,86.8,NA,6.5,0.5,99.7,NA,NA,423,126,0,2,74.8,4.8,60.6,NA,76.7,17.8,2296,21.2,11.7,NA,NA,2.1,23.5,NA,2.1,100,78.9,81.5,NA,9.7,16.7,24.1,NA,95.9,88.3,99.2,99.3,NA,NA,7.4,NA,22.2,6.4,16.4,0.6,16.3,21.2
86,COSTA,2015,0.8,13.8,36,86.3,20.1,10.8,0.7,96.1,NA,NA,NA,NA,NA,NA,72,NA,57.2,NA,NA,12.6,NA,NA,NA,NA,NA,3.1,28.9,1,3.1,NA,NA,NA,NA,NA,NA,NA,42.2,NA,88.8,98.9,91.4,NA,NA,NA,4.6,19.6,10.9,NA,1,NA,17.7
87,COSTA RURAL,2015,4.8,30.6,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA
88,COSTA URBANA,2015,0.9,16.1,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA
89,CUSCO,2015,3,18.8,20.8,69.2,NA,16.7,0.4,97.7,NA,NA,59,43,12,8,62.4,13.8,48.9,NA,76.5,8.1,2137,10.4,7.2,NA,NA,11.5,28.8,NA,11.5,84.3,74.8,42.3,NA,17.4,0.9,24.3,NA,92.3,73.3,91.5,50,0.8,-1,5.2,NA,12,45.4,NA,2.7,29.3,28.4
90,HUANCAVELICA,2015,10.6,48.2,12.7,66,NA,34,1.8,90.8,NA,NA,13,18,0,1,41.6,24.8,40.4,NA,94.5,5.5,292,3.4,3.8,NA,NA,14.3,23.9,NA,14.3,80.8,47,33.4,NA,12.9,2.2,23.8,NA,87.9,74.7,88.6,27,1.7,0.7,3.9,NA,9,66.4,NA,5.9,29.6,5.4
91,HUANUCO,2015,6.4,36.4,14,53.1,NA,24.2,1.4,95.8,NA,NA,86,53,0,7,47.3,11.7,58.2,NA,80.2,11,637,5.9,3.6,NA,NA,12.7,19,NA,12.7,70.5,59.4,26.7,NA,12.8,6.7,24.7,NA,68.8,68.4,86.8,38.8,6.9,4.8,4.9,NA,13.8,51.9,NA,5.5,27.2,14.6
92,ICA,2015,0.4,5,47.7,80.6,NA,6.7,0.4,99.5,NA,NA,280,84,0,1,73.6,14.4,56.5,NA,63.9,13.9,2002,16.5,11.8,NA,NA,2.7,29.9,NA,2.7,68.6,57.8,46.1,NA,10.1,4.8,35.2,NA,91.5,83.9,98.9,93.8,0.9,7.2,6.2,NA,20.3,9.9,8.2,-1,17.4,5.4
93,JUNIN,2015,3,18.8,21.2,66.9,NA,19.8,1.2,88.8,NA,NA,199,54,85,7,61.5,9.3,52.9,NA,65.7,12.7,1749,13.3,11.6,NA,NA,5.8,29,NA,5.8,76,50.4,29.2,NA,17.4,2.5,30.5,NA,90.2,73.7,92,61.2,15.7,14.2,5.7,NA,11.7,26.7,NA,-0.5,25.7,20.8
94,LA LIBERTAD,2015,6.4,26.9,26.6,76,NA,15.9,1.6,91,NA,NA,291,61,3,1,56,10.5,50.9,NA,70.3,7.5,4550,14.7,9,NA,NA,6,26.4,NA,6,90.9,68.9,54,NA,8.1,1.3,29,NA,90.6,79.6,94.5,73.6,0.7,1.5,5.7,NA,16.4,24.8,NA,-0.3,26.9,14.2
95,LAMBAYEQUE,2015,3,18.8,22.8,76.4,NA,14.1,1.3,88.8,NA,NA,236,51,0,1,74.6,6.9,50.9,NA,70.6,8.1,2407,12.9,8.5,NA,NA,5.8,25.4,NA,5.8,82.5,65.2,51.1,NA,7.2,0,29.4,NA,89.4,81.2,96.5,78.9,3.2,2.2,5,NA,19.7,23.4,11.1,3.5,24.7,10.9
96,LIMA,2015,0.3,11,40.2,93.5,19.7,5.4,0.3,99.3,NA,NA,3519,NA,NA,NA,75,8.5,58.7,NA,69.8,15,NA,23.7,14.3,NA,NA,2.1,30.6,NA,2.1,99.5,87.4,92.5,NA,11,2.3,36.2,44.4,95.6,94.7,99.8,98,NA,NA,8.9,5.1,20.6,6.5,14.7,0.9,15.1,20.9
97,LORETO,2015,6.4,36.4,19.5,33.9,NA,23.2,2,62.4,NA,NA,433,129,6292,11,60.7,2.4,45.4,NA,80.1,16.6,960,4.5,1.3,NA,NA,7.7,14.6,NA,7.7,16.3,4.8,7.9,NA,12.6,8.2,31.2,NA,55.5,43.4,75.4,37.8,-3.1,-2.6,5.4,NA,22.4,27.2,NA,-3.1,28.4,6.5
98,MADRE DE DIOS,2015,0.4,8.2,22.4,51.3,NA,10.2,0.5,96.9,NA,NA,63,132,7,61,63.3,22.8,56.4,NA,62,18.2,174,7.6,4.4,NA,NA,3.8,25.3,NA,3.8,50.5,40.7,23.4,NA,19.4,0,32.2,NA,85.1,54.1,92.2,76.4,18,17.2,7.2,NA,17,21.2,NA,2.1,21.6,22.6
99,MOQUEGUA,2015,0.4,8.2,48.9,88.6,NA,3.5,0.1,98.6,NA,NA,33,61,0,1,68.5,20.5,54.4,NA,74.2,13.4,323,27,17.1,NA,NA,4.8,35.1,NA,4.8,82.2,69.2,70.1,NA,10.9,5.3,28.8,NA,95.6,91.9,96.4,77.8,2.6,4.4,8.7,NA,14.4,18.5,NA,8.1,26.8,18.7
100,PASCO,2015,6.4,36.4,27,57.1,NA,22.4,1.3,89.8,NA,NA,7,32,3,6,53,15.8,60.7,NA,76.9,14.5,232,10.6,8.6,NA,NA,6.3,25.8,NA,6.3,66.7,48.2,37.3,NA,11.2,3.6,26.3,NA,78.3,65.9,87.9,50.9,3.8,2.4,4.1,NA,16.6,36,NA,1.6,27.7,14
101,PIURA,2015,6.4,26.9,22.6,61.6,NA,20.3,1,88.2,NA,NA,133,26,0,1,70.9,6.5,54.3,NA,70.3,7.2,1933,12.2,7.6,NA,NA,7.6,19,NA,7.6,92.1,45.1,25.9,NA,9.9,0,29.2,NA,84.2,66.2,94.8,57.8,-0.8,0.9,4.7,NA,18.8,22.2,9.4,4.5,27.1,9.5
102,LIMA PROVINCIAS,2015,0.4,18.8,29,72.6,NA,9.7,0.1,97.7,NA,NA,211,NA,NA,NA,68,25.7,58.6,NA,74.2,13.7,NA,14.2,9.9,NA,NA,4.5,29.1,NA,4.5,94.6,73.1,66.8,NA,11.1,6.5,33.4,NA,86,75.4,97.1,82.1,NA,NA,5.9,NA,15.3,14.3,NA,-1.7,21.6,10.7
103,PUNO,2015,6.4,36.4,13.6,52,NA,14.5,0.9,85.4,NA,NA,26,30,0,0,47.1,22.1,30,NA,68.7,5.7,1249,6.8,5.1,NA,NA,9.4,25.9,NA,9.4,78.7,54.5,21,NA,16.5,0,24.1,NA,62.2,69.3,90.5,55.4,0.9,3,4.6,NA,12.7,50.2,NA,-0.1,31.1,33.9
104,RESTO PAIS,2015,5.8,26.8,22.2,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,NA,73.5,91.6,58.8,NA,NA,NA,3.8,15.8,NA,NA,NA,NA,15.5
105,RURAL,2015,13.9,45.2,8.5,35.8,27.6,27.7,1.3,75,28,11,NA,NA,NA,NA,51.7,NA,47.6,114,81.6,9,NA,1.9,2,NA,NA,14.8,14.8,1,14.8,67.9,46.4,20.6,NA,10.9,NA,NA,14.2,68.4,49.9,78,18.5,NA,NA,3.6,NA,13.3,58,3.8,1.6,27.6,11.6
106,SAN MARTIN,2015,6.4,26.9,14.5,60.8,NA,16.3,1.2,85.7,NA,NA,204,47,71,8,58.9,12.5,55.7,NA,83.7,11.4,489,7,3.5,NA,NA,6.8,19.4,NA,6.8,70.2,45.4,21.8,NA,9.4,4.2,28.3,NA,83.6,68.6,90.2,48.1,4.2,8.7,5.6,NA,20.3,20.2,NA,-1.5,25.3,5.3
107,SELVA,2015,6.5,28.9,16.5,46.4,21.8,20.3,1.6,76.3,NA,NA,NA,NA,NA,NA,60.2,NA,50.9,NA,NA,14,NA,NA,NA,NA,NA,7.2,19.1,1.1,7.2,NA,NA,NA,NA,NA,NA,NA,23.4,NA,56.8,82,47,NA,NA,NA,3,17.2,30.9,NA,-0.3,NA,12.8
108,SELVA RURAL,2015,10.9,41.1,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,NA,NA
109,SELVA URBANA,2015,3.5,20.7,NA,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA
110,SIERRA,2015,8.7,32.5,18.5,66.5,31.1,22.7,1,89.2,NA,NA,NA,NA,NA,NA,53.9,NA,46.7,NA,NA,7.9,NA,NA,NA,NA,NA,10.8,26.6,1.1,10.8,NA,NA,NA,NA,NA,NA,NA,29.6,NA,74.8,91,46.5,NA,NA,NA,4.1,13.3,46.2,NA,2.8,NA,18.2
111,SIERRA RURAL,2015,16.5,49,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA
112,SIERRA URBANA,2015,1.3,16.6,NA,NA,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA
113,TACNA,2015,0.4,11.2,30.5,91,NA,2.6,0.3,97.6,NA,NA,88,113,0,1,66.3,14.1,56.3,NA,55.1,10.9,983,26.1,23.2,NA,NA,3.9,31.6,NA,3.9,89.5,72,76,NA,10.3,0,29.9,NA,95,93.2,97.6,89.3,6.3,11.2,6.5,NA,16.5,14.3,NA,-5.6,19.2,31.8
114,TOTAL,2015,4.1,21.8,28.1,74.9,23.9,14.4,0.8,91.6,18,10,7385,76,211,6,64.2,11.4,53.3,65,73,11.2,71739,14.7,9.5,NA,NA,6,27,1,6,76.4,57.1,37.7,NA,11.7,2.8,28.5,36.1,87.9,80.2,94.2,71.2,2.1,2.5,6.6,4.4,17.3,26.4,9.4,1.5,25.4,17.3
115,TUMBES,2015,0.4,11.2,23.1,70,NA,9.1,0.7,98.4,NA,NA,69,38,0,2,74.5,10.9,67.1,NA,81.1,11.6,214,8.3,3.5,NA,NA,3,21.9,NA,3,93.4,91.5,58.2,NA,9.4,0,28,NA,82.8,74.8,98.9,93.5,-4.1,-2.3,6,NA,22.8,7.3,NA,-0.1,22.2,12.7
116,UCAYALI,2015,3,11.2,23.4,33.1,NA,24,2.6,81.4,NA,NA,296,126,26,5,66.3,9.6,53.8,NA,70.9,18,420,6.7,2.1,NA,NA,4.6,18.4,NA,4.6,38,12.1,15.8,NA,9.7,0,27.7,NA,67.7,41.9,84.4,67.1,2.9,7,5.7,NA,14.8,21,NA,2.5,20,11.3
117,URBANA,2015,1,14.5,33.6,86.8,22.7,9.2,0.7,97.7,15,10,NA,NA,NA,NA,70.7,NA,55.1,52,70.3,12.4,NA,16.4,10.5,NA,NA,3.6,30.4,1,3.6,93.6,78.7,72.1,NA,11.9,NA,NA,38.8,94,89.4,99.1,87.5,NA,NA,7.2,NA,18.5,13.2,11.3,1,21.7,18.9
118,AMAZONAS,2016,8.8,34.2,12.5,58.1,NA,19.3,0.6,71.9,NA,NA,208,18,90,0,53.8,3.1,53.1,NA,86.8,8.5,248,7.6,9,25.3,24.3,9.3,24.3,NA,9.3,67,57.7,35.9,10.3,6.5,NA,NA,NA,85.6,62.7,77.1,41.8,-0.6,-2.6,4.9,NA,15,50.5,4.4,2.5,25.3,12.3
119,ANCASH,2016,4.8,22.6,23.2,80.9,NA,17.1,0.1,96.1,NA,NA,165,45,0,1,52.6,9.7,50,NA,76.6,9,1423,10.7,9,26.1,21.3,8.7,27.3,NA,8.7,90.3,63.7,43.1,20.9,9.5,NA,NA,NA,95.6,83.2,96.6,55.8,3.5,3.9,5.8,NA,15.2,40.9,8.1,2.3,29.2,14.6
120,APURIMAC,2016,4.8,34.2,13.5,69.8,NA,20,0.7,98.8,NA,NA,6,21,0,7,56.1,13.2,52.3,NA,91.1,5.8,457,5.4,5.1,22.1,20.3,16.3,36.8,NA,16.3,84.7,63.1,29,23.8,18.2,NA,NA,NA,89.8,72.4,95.1,30.9,140.6,147.5,4.5,NA,9,53.5,2,3.5,25.7,4.3
121,AREQUIPA,2016,0.2,10.8,35.9,86.6,NA,6.3,0,98.4,NA,NA,306,47,0,3,74.8,13.6,52.4,NA,63.2,9.1,5390,25.4,22.8,45.4,35.5,4.4,35.2,NA,4.4,90.8,75.5,54.9,54.5,13.9,NA,NA,NA,94.3,88,98.2,93.7,23.1,27.6,7.5,NA,15.7,8.6,10,4.6,21,21
122,AYACUCHO,2016,8.8,34.2,14.7,75.8,NA,18.9,1.2,98.3,NA,NA,29,33,8,44,51.6,12.7,47.6,NA,88.8,9.1,442,8.8,9.3,25.2,23.3,11.6,23.1,NA,11.6,84.2,78.7,33.1,26.2,13.2,NA,NA,NA,94,78.3,91.4,37.5,-0.2,-0.3,4.6,NA,17.3,31.8,4.3,2.1,26.9,11.2
123,CAJAMARCA,2016,20,47.4,11.5,65,NA,26,0.4,78.8,NA,NA,47,15,1,1,53.2,7.3,45.8,NA,82.2,7.4,823,6.9,7.1,25.8,26.5,14,21.7,NA,14,80.9,69.1,29,26.3,9.3,NA,NA,NA,83,78.6,85.7,32.7,-2.4,-4.9,4.5,NA,14.9,62.5,7.1,5.7,29.6,7.8
124,CALLAO,2016,0.2,10.8,44.2,86.3,NA,5.9,0.2,99.1,NA,NA,572,109,0,4,75.5,5.9,60.9,NA,78.6,17.7,2307,19.1,12.7,41.2,33.4,2.3,22.7,NA,2.3,96.2,80,89.9,65,11,NA,NA,NA,95.8,87.5,99.8,98.6,NA,NA,7.6,NA,24.2,4.3,14.1,4.8,18.3,26
125,COSTA,2016,0.5,12.8,36.7,87.9,22.7,8.2,0.4,97.3,NA,NA,NA,NA,NA,NA,74.2,NA,58.4,NA,NA,12.1,NA,NA,NA,NA,NA,3.2,30.6,1,3.2,NA,NA,NA,NA,NA,NA,NA,35.5,NA,89.6,99,91.9,NA,NA,NA,5.4,18.3,10.7,NA,3.3,NA,20.9
126,COSTA RURAL,2016,6,28.9,NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA
127,COSTA URBANA,2016,0.3,13.7,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA
128,CUSCO,2016,1.9,22.6,22.6,73.7,NA,14.6,1.7,97,NA,NA,71,51,13,10,69.8,17.3,50.9,NA,77.2,8.7,2295,10.4,10,29,25.9,10.1,32.5,NA,10.1,80.3,76.2,37.7,27.3,16.9,NA,NA,NA,91.4,77.5,91.6,51.5,2.6,6.2,5.9,NA,15.7,54,7,0.6,27.6,26.6
129,HUANCAVELICA,2016,8.8,47.4,12.6,66,NA,33.4,1.3,92.5,NA,NA,11,20,0,3,48.3,12.2,43.9,NA,94.3,7,304,4,4.6,21.7,24.3,12.6,23.9,NA,12.6,78.5,73.2,34.9,19.4,12.4,NA,NA,NA,87,73.1,91.1,26.8,0.1,-2.7,3.9,NA,9,67.1,2.9,1.4,27.8,7.4
130,HUANUCO,2016,8.8,34.2,14,53,NA,19.2,0.3,95.3,NA,NA,65,46,0,4,46.4,7.8,59,NA,82.5,9.9,685,5.6,5.8,16.8,14.3,13.4,21,NA,13.4,70.7,52.4,19.2,13.6,9.2,NA,NA,NA,74.6,61.2,85,38.1,4.5,5.9,4.9,NA,14.5,49.8,3.7,4.1,27.9,14.7
